incident_id,timestamp,incidents_type,severity,category,status,description
INC-1283,2024-12-13 21:19:49,Misconfiguration,High,Malware,Closed,Synthetic incident description #283
INC-1284,2025-08-12 17:45:42,Phishing,High,Phishing,In Progress,Synthetic incident description #284
INC-1285,2025-04-09 03:19:15,Malware,Medium,DDoS,Open,Synthetic incident description #285
INC-1286,2025-08-25 01:01:18,DDoS,Medium,DDoS,Closed,Synthetic incident description #286
INC-1287,2025-12-13 07:02:13,Phishing,Low,DDoS,Closed,Synthetic incident description #287
INC-1288,2025-12-09 10:08:29,DDoS,Low,Insider Threat,Closed,Synthetic incident description #288
INC-1289,2025-09-24 13:05:47,Insider Threat,Critical,Malware,In Progress,Synthetic incident description #289
INC-1290,2025-04-07 10:21:54,Phishing,Critical,Phishing,Closed,Synthetic incident description #290
INC-1291,2025-07-10 01:31:26,Phishing,Critical,DDoS,In Progress,Synthetic incident description #291
INC-1292,2025-01-09 14:00:23,Phishing,Low,Phishing,Resolved,Synthetic incident description #292
INC-1293,2025-02-04 22:14:58,Misconfiguration,Low,Insider Threat,Open,Synthetic incident description #293
INC-1294,2025-04-03 10:08:00,Insider Threat,Critical,Insider Threat,Resolved,Synthetic incident description #294
INC-1295,2025-07-16 16:14:19,Malware,High,DDoS,Closed,Synthetic incident description #295
INC-1296,2025-06-22 13:43:16,Malware,Critical,Misconfiguration,In Progress,Synthetic incident description #296
INC-1297,2025-04-18 17:41:09,Phishing,Low,Malware,Open,Synthetic incident description #297
INC-1298,2025-04-09 03:25:25,Phishing,Critical,Malware,In Progress,Synthetic incident description #298
INC-1299,2025-07-16 23:41:31,Insider Threat,High,DDoS,Closed,Synthetic incident description #299
INC-1300,2025-05-20 14:04:37,Insider Threat,Medium,DDoS,In Progress,Synthetic incident description #300
INC-1301,2025-01-21 06:55:24,DDoS,Critical,Phishing,Closed,Synthetic incident description #301
INC-1302,2025-02-26 15:53:17,Misconfiguration,Medium,DDoS,Open,Synthetic incident description #302
INC-1303,2025-05-04 13:08:33,Misconfiguration,Medium,Phishing,Open,Synthetic incident description #303
INC-1304,2025-12-08 07:09:27,Phishing,High,Misconfiguration,Open,Synthetic incident description #304
INC-1305,2024-12-17 08:28:34,Malware,Low,Misconfiguration,In Progress,Synthetic incident description #305
INC-1306,2025-02-10 03:51:47,Misconfiguration,High,Phishing,Open,Synthetic incident description #306
INC-1307,2025-10-18 10:24:14,Misconfiguration,High,Malware,In Progress,Synthetic incident description #307
INC-1308,2025-09-10 02:42:21,Misconfiguration,Critical,Malware,Closed,Synthetic incident description #308
INC-1309,2025-12-10 07:34:30,Insider Threat,Medium,Misconfiguration,Open,Synthetic incident description #309
INC-1310,2025-11-21 09:18:23,Malware,Low,DDoS,Resolved,Synthetic incident description #310
INC-1311,2025-10-08 03:41:47,Misconfiguration,Critical,Malware,Closed,Synthetic incident description #311
INC-1312,2025-09-08 10:27:29,DDoS,Critical,DDoS,Open,Synthetic incident description #312
INC-1313,2024-12-15 19:22:11,Malware,High,Insider Threat,Closed,Synthetic incident description #313
INC-1314,2025-04-20 11:09:04,Insider Threat,Medium,Malware,In Progress,Synthetic incident description #314
INC-1315,2025-08-08 12:18:34,Malware,Critical,Phishing,Closed,Synthetic incident description #315
INC-1316,2025-05-11 16:04:18,Phishing,Critical,Malware,In Progress,Synthetic incident description #316
INC-1317,2025-01-02 21:21:15,DDoS,Low,Phishing,Closed,Synthetic incident description #317
INC-1318,2025-08-06 01:09:58,Malware,Critical,Insider Threat,Resolved,Synthetic incident description #318
INC-1319,2025-02-11 07:19:40,Malware,Critical,DDoS,Closed,Synthetic incident description #319
INC-1320,2025-02-07 11:10:54,Misconfiguration,High,Misconfiguration,Open,Synthetic incident description #320
INC-1321,2025-08-20 10:09:21,Malware,Critical,Phishing,Resolved,Synthetic incident description #321
INC-1322,2024-12-25 14:06:19,DDoS,Low,Malware,Closed,Synthetic incident description #322
INC-1323,2025-08-24 00:05:53,Insider Threat,Medium,Malware,Open,Synthetic incident description #323
INC-1324,2025-06-05 23:16:16,DDoS,High,Phishing,In Progress,Synthetic incident description #324
INC-1325,2025-01-22 19:51:46,Insider Threat,Low,Malware,Resolved,Synthetic incident description #325
INC-1326,2025-11-23 03:02:54,Misconfiguration,Critical,Insider Threat,Open,Synthetic incident description #326
INC-1327,2025-11-16 20:13:08,Insider Threat,Low,Insider Threat,Closed,Synthetic incident description #327
INC-1328,2025-01-28 08:54:50,Misconfiguration,Low,Insider Threat,Closed,Synthetic incident description #328
INC-1329,2025-01-08 06:29:21,Malware,Low,Phishing,Closed,Synthetic incident description #329
INC-1330,2025-11-04 08:58:58,Insider Threat,Medium,Phishing,In Progress,Synthetic incident description #330
INC-1331,2025-04-25 05:43:25,Phishing,Low,DDoS,In Progress,Synthetic incident description #331
INC-1332,2025-05-02 09:27:44,Misconfiguration,Low,Phishing,Resolved,Synthetic incident description #332
INC-1333,2025-04-29 03:01:18,Phishing,Medium,Phishing,Closed,Synthetic incident description #333
INC-1334,2025-04-17 08:40:15,Malware,Medium,DDoS,Open,Synthetic incident description #334
INC-1335,2025-08-10 01:19:47,Insider Threat,Low,Phishing,Open,Synthetic incident description #335
INC-1336,2025-04-20 17:26:29,DDoS,Low,Misconfiguration,In Progress,Synthetic incident description #336
INC-1337,2024-12-14 15:05:38,DDoS,Medium,DDoS,In Progress,Synthetic incident description #337
INC-1338,2025-02-11 01:57:30,Malware,Medium,Malware,Closed,Synthetic incident description #338
INC-1339,2025-11-15 15:28:16,Phishing,Critical,DDoS,Resolved,Synthetic incident description #339
INC-1340,2025-05-02 02:30:43,Malware,Critical,Insider Threat,Closed,Synthetic incident description #340
INC-1341,2025-05-12 23:40:01,Insider Threat,Low,Malware,Open,Synthetic incident description #341
INC-1342,2025-04-19 00:43:45,DDoS,Critical,DDoS,Open,Synthetic incident description #342
INC-1343,2025-07-21 10:35:47,DDoS,Medium,Misconfiguration,Resolved,Synthetic incident description #343
INC-1344,2025-02-12 16:10:14,DDoS,High,Insider Threat,Open,Synthetic incident description #344
INC-1345,2025-03-24 05:07:33,Misconfiguration,High,Insider Threat,Closed,Synthetic incident description #345
INC-1346,2025-04-26 21:47:57,DDoS,Medium,Insider Threat,Resolved,Synthetic incident description #346
INC-1347,2025-04-23 00:52:25,Phishing,Low,Misconfiguration,Open,Synthetic incident description #347
INC-1348,2025-11-12 18:39:39,DDoS,High,Phishing,In Progress,Synthetic incident description #348
INC-1349,2025-06-24 00:12:01,Misconfiguration,Critical,Insider Threat,Open,Synthetic incident description #349
INC-1350,2025-06-23 03:03:02,Insider Threat,Medium,DDoS,Resolved,Synthetic incident description #350
INC-1351,2025-09-08 23:54:31,Malware,Medium,DDoS,Open,Synthetic incident description #351
INC-1352,2025-12-08 17:44:36,Malware,High,Insider Threat,Open,Synthetic incident description #352
INC-1353,2025-06-14 11:44:45,Misconfiguration,Low,Malware,Closed,Synthetic incident description #353
INC-1354,2025-08-28 22:27:37,Malware,Medium,Malware,Resolved,Synthetic incident description #354
INC-1355,2025-02-01 12:59:28,Phishing,Low,Phishing,Resolved,Synthetic incident description #355
INC-1356,2025-04-20 10:10:49,Misconfiguration,Medium,Misconfiguration,In Progress,Synthetic incident description #356
INC-1357,2025-01-30 11:35:48,Phishing,Low,DDoS,Closed,Synthetic incident description #357
INC-1358,2025-12-07 22:08:09,Misconfiguration,Low,DDoS,In Progress,Synthetic incident description #358
INC-1359,2025-05-23 01:23:32,Malware,High,DDoS,Open,Synthetic incident description #359
INC-1360,2025-09-30 17:42:54,Misconfiguration,Medium,DDoS,Open,Synthetic incident description #360
INC-1361,2025-04-20 15:30:08,Insider Threat,Low,Insider Threat,Closed,Synthetic incident description #361
INC-1362,2025-10-20 01:26:38,Malware,Low,Phishing,Resolved,Synthetic incident description #362
INC-1363,2025-04-24 19:03:51,Malware,Low,Malware,In Progress,Synthetic incident description #363
INC-1364,2025-10-16 17:46:09,DDoS,Low,Misconfiguration,Open,Synthetic incident description #364
INC-1365,2025-06-27 17:57:59,DDoS,Medium,Insider Threat,Open,Synthetic incident description #365
INC-1366,2025-06-10 14:13:48,Insider Threat,Critical,Phishing,Resolved,Synthetic incident description #366
INC-1367,2025-02-01 21:26:30,Phishing,Medium,Malware,Open,Synthetic incident description #367
INC-1368,2025-07-21 12:46:10,DDoS,Critical,Phishing,Closed,Synthetic incident description #368
INC-1369,2025-01-23 10:28:32,Insider Threat,Critical,DDoS,Closed,Synthetic incident description #369
INC-1370,2025-11-25 15:53:19,DDoS,Critical,Malware,Closed,Synthetic incident description #370
INC-1371,2025-11-16 19:30:48,Insider Threat,Critical,Malware,Resolved,Synthetic incident description #371
INC-1372,2025-10-19 13:24:36,Malware,Critical,DDoS,Closed,Synthetic incident description #372
INC-1373,2025-05-09 01:04:15,DDoS,Low,DDoS,In Progress,Synthetic incident description #373
INC-1374,2025-10-28 03:41:08,DDoS,Critical,Phishing,Open,Synthetic incident description #374
INC-1375,2025-08-09 13:16:35,Insider Threat,Medium,Misconfiguration,In Progress,Synthetic incident description #375
INC-1376,2025-10-09 05:49:08,DDoS,Low,Misconfiguration,Closed,Synthetic incident description #376
INC-1377,2025-11-29 00:33:44,DDoS,Critical,Misconfiguration,In Progress,Synthetic incident description #377
INC-1378,2025-06-10 23:38:47,Insider Threat,Medium,Misconfiguration,In Progress,Synthetic incident description #378
INC-1379,2025-08-04 07:07:45,Insider Threat,Medium,DDoS,In Progress,Synthetic incident description #379
INC-1380,2025-07-13 02:34:39,Misconfiguration,Medium,DDoS,Closed,Synthetic incident description #380
INC-1381,2025-10-12 20:52:26,Malware,Medium,Misconfiguration,Open,Synthetic incident description #381
INC-1382,2025-10-25 13:40:56,DDoS,High,Misconfiguration,Open,Synthetic incident description #382
INC-1383,2025-11-13 18:09:59,Misconfiguration,Low,Misconfiguration,In Progress,Synthetic incident description #383
INC-1384,2025-09-16 17:26:37,Misconfiguration,Medium,Insider Threat,In Progress,Synthetic incident description #384
INC-1385,2025-09-18 04:19:38,DDoS,Medium,Malware,In Progress,Synthetic incident description #385
INC-1386,2025-09-15 21:24:13,Insider Threat,Low,Malware,Resolved,Synthetic incident description #386
INC-1387,2025-08-06 11:27:38,Misconfiguration,Critical,Insider Threat,Resolved,Synthetic incident description #387
INC-1388,2025-07-04 02:47:37,Phishing,Critical,DDoS,In Progress,Synthetic incident description #388
INC-1389,2025-07-13 07:15:14,Phishing,Medium,Insider Threat,In Progress,Synthetic incident description #389
INC-1390,2024-12-19 18:54:05,DDoS,Critical,Misconfiguration,Open,Synthetic incident description #390
INC-1391,2025-05-21 00:44:34,Misconfiguration,Low,Insider Threat,In Progress,Synthetic incident description #391
INC-1392,2025-01-03 04:58:52,Phishing,Critical,Malware,Closed,Synthetic incident description #392
INC-1393,2025-01-10 12:05:02,Insider Threat,Critical,Phishing,Open,Synthetic incident description #393
INC-1394,2025-02-16 22:35:10,Phishing,Critical,Misconfiguration,Open,Synthetic incident description #394
INC-1395,2025-05-09 18:15:41,DDoS,Critical,Malware,Closed,Synthetic incident description #395
INC-1396,2025-09-13 07:05:16,DDoS,Low,Phishing,Open,Synthetic incident description #396
INC-1397,2025-11-22 00:30:48,Insider Threat,Medium,DDoS,Open,Synthetic incident description #397
INC-1398,2025-03-12 17:38:33,Insider Threat,Medium,Insider Threat,Open,Synthetic incident description #398
INC-1399,2025-06-28 22:17:48,DDoS,Medium,Malware,Resolved,Synthetic incident description #399
INC-1400,2025-04-29 00:58:44,Phishing,Medium,Malware,Open,Synthetic incident description #400
INC-1401,2025-04-07 05:12:30,Insider Threat,High,Misconfiguration,Open,Synthetic incident description #401
INC-1402,2025-06-21 21:23:17,Insider Threat,Low,Phishing,Resolved,Synthetic incident description #402
INC-1403,2025-11-07 11:33:08,Malware,Critical,Insider Threat,Resolved,Synthetic incident description #403
INC-1404,2025-08-13 13:23:29,Insider Threat,High,DDoS,In Progress,Synthetic incident description #404
INC-1405,2025-12-03 04:04:37,Insider Threat,Critical,Misconfiguration,Closed,Synthetic incident description #405
INC-1406,2025-02-26 10:24:10,DDoS,High,Insider Threat,Closed,Synthetic incident description #406
INC-1407,2025-01-23 22:47:53,Insider Threat,Low,Insider Threat,Open,Synthetic incident description #407
INC-1408,2025-07-06 04:09:17,Phishing,High,Misconfiguration,Closed,Synthetic incident description #408
INC-1409,2025-10-18 16:54:41,Misconfiguration,Critical,Malware,Closed,Synthetic incident description #409
INC-1410,2025-05-25 03:08:28,Misconfiguration,Medium,Phishing,In Progress,Synthetic incident description #410
INC-1411,2025-07-27 05:07:13,DDoS,High,Phishing,Open,Synthetic incident description #411
INC-1412,2025-01-06 19:16:53,Misconfiguration,Low,Misconfiguration,Closed,Synthetic incident description #412
INC-1413,2025-09-21 05:11:21,Misconfiguration,High,Malware,Closed,Synthetic incident description #413
INC-1414,2025-03-22 19:14:40,Misconfiguration,Critical,Insider Threat,Open,Synthetic incident description #414
INC-1415,2025-10-30 15:56:52,Misconfiguration,Critical,Misconfiguration,Open,Synthetic incident description #415
INC-1416,2024-12-15 14:34:47,Insider Threat,Critical,DDoS,In Progress,Synthetic incident description #416
INC-1417,2025-06-26 01:36:44,Phishing,Medium,DDoS,Resolved,Synthetic incident description #417
INC-1418,2025-03-15 23:25:52,Malware,High,Phishing,Open,Synthetic incident description #418
INC-1419,2025-12-02 13:58:21,Misconfiguration,Medium,DDoS,Resolved,Synthetic incident description #419
INC-1420,2025-08-05 05:09:57,Malware,Low,DDoS,Resolved,Synthetic incident description #420
INC-1421,2025-09-08 21:05:49,Phishing,Medium,Insider Threat,Resolved,Synthetic incident description #421
INC-1422,2025-09-25 20:49:42,Misconfiguration,Medium,Insider Threat,Closed,Synthetic incident description #422
INC-1423,2025-05-02 16:51:26,DDoS,Medium,Phishing,Resolved,Synthetic incident description #423
INC-1424,2025-08-21 02:18:21,Insider Threat,High,Insider Threat,Resolved,Synthetic incident description #424
INC-1425,2025-10-23 17:13:00,Misconfiguration,Critical,Misconfiguration,In Progress,Synthetic incident description #425
INC-1426,2025-12-08 18:35:03,Malware,Medium,DDoS,Open,Synthetic incident description #426
INC-1427,2025-09-22 02:14:25,Malware,Low,Malware,Open,Synthetic incident description #427
INC-1428,2025-11-09 13:59:12,Phishing,Critical,DDoS,In Progress,Synthetic incident description #428
INC-1429,2024-12-16 13:14:47,DDoS,Low,Misconfiguration,Open,Synthetic incident description #429
INC-1430,2025-08-14 10:17:53,Phishing,Medium,Insider Threat,In Progress,Synthetic incident description #430
INC-1431,2025-09-21 19:34:30,Insider Threat,Medium,Insider Threat,Open,Synthetic incident description #431
INC-1432,2025-05-30 11:27:56,Misconfiguration,Low,Phishing,Closed,Synthetic incident description #432
INC-1433,2024-12-26 17:42:18,Misconfiguration,High,Misconfiguration,Open,Synthetic incident description #433
INC-1434,2025-06-09 12:50:42,Phishing,Low,Malware,Resolved,Synthetic incident description #434
INC-1435,2025-09-16 09:19:46,Insider Threat,Critical,Misconfiguration,In Progress,Synthetic incident description #435
INC-1436,2025-08-27 07:06:10,Malware,Low,Insider Threat,Open,Synthetic incident description #436
INC-1437,2025-03-20 12:30:37,Insider Threat,Low,DDoS,Closed,Synthetic incident description #437
INC-1438,2025-01-06 04:58:16,Misconfiguration,Low,DDoS,Open,Synthetic incident description #438
INC-1439,2025-02-15 16:57:13,Insider Threat,Critical,Malware,Open,Synthetic incident description #439
INC-1440,2025-07-15 22:01:58,DDoS,Critical,Malware,Open,Synthetic incident description #440
INC-1441,2025-03-28 02:20:43,Phishing,Low,Insider Threat,In Progress,Synthetic incident description #441
INC-1442,2025-08-07 23:43:16,Insider Threat,Medium,DDoS,Open,Synthetic incident description #442
INC-1443,2025-05-03 16:10:48,Malware,Critical,Misconfiguration,Open,Synthetic incident description #443
INC-1444,2025-05-01 02:01:49,Phishing,Critical,DDoS,Closed,Synthetic incident description #444
INC-1445,2025-12-02 09:56:13,DDoS,Medium,Malware,In Progress,Synthetic incident description #445
INC-1446,2025-09-13 06:32:45,Insider Threat,Low,Malware,In Progress,Synthetic incident description #446
INC-1447,2025-01-17 10:40:23,Phishing,Critical,Misconfiguration,Open,Synthetic incident description #447
INC-1448,2025-06-08 06:42:59,Phishing,High,Phishing,Closed,Synthetic incident description #448
INC-1449,2025-02-03 06:46:44,Misconfiguration,High,Misconfiguration,Resolved,Synthetic incident description #449
INC-1450,2025-09-30 00:07:28,DDoS,Critical,Phishing,Resolved,Synthetic incident description #450
INC-1451,2025-09-29 13:06:37,Misconfiguration,High,Misconfiguration,In Progress,Synthetic incident description #451
INC-1452,2025-03-06 10:04:33,Insider Threat,High,Insider Threat,Resolved,Synthetic incident description #452
INC-1453,2025-04-27 17:41:29,DDoS,Low,Malware,In Progress,Synthetic incident description #453
INC-1454,2025-10-30 07:41:32,DDoS,Critical,DDoS,In Progress,Synthetic incident description #454
INC-1455,2025-08-25 14:17:27,DDoS,Critical,DDoS,Resolved,Synthetic incident description #455
INC-1456,2025-10-27 07:06:56,Misconfiguration,Critical,Insider Threat,Resolved,Synthetic incident description #456
INC-1457,2025-01-24 20:47:24,Misconfiguration,High,DDoS,Resolved,Synthetic incident description #457
INC-1458,2025-02-16 23:59:53,DDoS,Medium,Malware,Closed,Synthetic incident description #458
INC-1459,2025-06-05 12:13:19,Phishing,Medium,Malware,In Progress,Synthetic incident description #459
INC-1460,2025-04-04 19:51:52,Malware,High,Insider Threat,Open,Synthetic incident description #460
INC-1461,2025-07-09 16:48:07,Insider Threat,High,Insider Threat,Closed,Synthetic incident description #461
INC-1462,2025-02-17 20:46:57,DDoS,Medium,DDoS,Closed,Synthetic incident description #462
INC-1463,2025-04-01 06:27:00,Misconfiguration,Medium,Misconfiguration,In Progress,Synthetic incident description #463
INC-1464,2025-03-16 13:00:26,Insider Threat,Medium,DDoS,Closed,Synthetic incident description #464
INC-1465,2025-04-30 10:44:00,Malware,Low,Misconfiguration,Closed,Synthetic incident description #465
INC-1466,2025-04-12 07:54:54,Misconfiguration,Medium,DDoS,In Progress,Synthetic incident description #466
INC-1467,2025-11-03 13:38:30,Insider Threat,Medium,Insider Threat,Resolved,Synthetic incident description #467
INC-1468,2025-05-03 13:55:23,Malware,Medium,Phishing,Closed,Synthetic incident description #468
INC-1469,2025-12-03 13:25:14,Insider Threat,Medium,Malware,In Progress,Synthetic incident description #469
INC-1470,2025-06-01 18:36:42,DDoS,Low,DDoS,Resolved,Synthetic incident description #470
INC-1471,2025-07-29 01:57:20,Phishing,Low,Insider Threat,In Progress,Synthetic incident description #471
INC-1472,2025-08-28 16:14:10,Malware,Medium,Malware,In Progress,Synthetic incident description #472
INC-1473,2025-11-16 23:11:08,DDoS,High,DDoS,Resolved,Synthetic incident description #473
INC-1474,2025-01-07 01:45:28,Phishing,Low,DDoS,Open,Synthetic incident description #474
INC-1475,2025-03-18 14:06:01,Phishing,Medium,Misconfiguration,In Progress,Synthetic incident description #475
INC-1476,2025-11-01 09:11:11,DDoS,Critical,Malware,Resolved,Synthetic incident description #476
INC-1477,2025-02-27 09:32:49,Phishing,Medium,Phishing,Open,Synthetic incident description #477
INC-1478,2025-02-19 12:08:20,Misconfiguration,Low,Misconfiguration,Open,Synthetic incident description #478
INC-1479,2025-03-23 04:07:43,Misconfiguration,Low,Insider Threat,In Progress,Synthetic incident description #479
INC-1480,2025-07-24 11:52:41,Malware,Low,Phishing,In Progress,Synthetic incident description #480
INC-1481,2025-03-01 21:50:54,Misconfiguration,Low,Malware,Closed,Synthetic incident description #481
INC-1482,2025-01-29 12:07:30,DDoS,Critical,Malware,Closed,Synthetic incident description #482
INC-1483,2025-07-22 06:51:40,Malware,Medium,DDoS,Open,Synthetic incident description #483
INC-1484,2025-01-11 04:15:06,Misconfiguration,Critical,DDoS,Closed,Synthetic incident description #484
INC-1485,2025-01-03 13:21:54,Misconfiguration,High,Phishing,Closed,Synthetic incident description #485
INC-1486,2025-10-10 06:12:06,DDoS,Critical,DDoS,In Progress,Synthetic incident description #486
INC-1487,2025-08-27 21:07:48,DDoS,Low,Misconfiguration,Open,Synthetic incident description #487
INC-1488,2025-10-18 19:49:22,Insider Threat,Critical,Misconfiguration,Open,Synthetic incident description #488
INC-1489,2025-05-20 09:32:12,DDoS,High,DDoS,In Progress,Synthetic incident description #489
INC-1490,2025-10-02 18:24:16,Misconfiguration,Medium,DDoS,Open,Synthetic incident description #490
INC-1491,2025-09-08 01:41:35,Misconfiguration,Low,Insider Threat,Closed,Synthetic incident description #491
INC-1492,2025-10-10 08:27:31,Insider Threat,Low,Malware,Resolved,Synthetic incident description #492
INC-1493,2025-04-02 08:00:40,Misconfiguration,High,Misconfiguration,Open,Synthetic incident description #493
INC-1494,2025-10-27 15:34:48,Misconfiguration,High,Misconfiguration,In Progress,Synthetic incident description #494
INC-1495,2025-11-14 21:11:46,Malware,Low,DDoS,Closed,Synthetic incident description #495
INC-1496,2025-02-14 09:26:48,DDoS,Low,Phishing,Closed,Synthetic incident description #496
INC-1497,2025-05-09 15:30:46,Insider Threat,Medium,Malware,Open,Synthetic incident description #497
INC-1498,2025-06-17 22:42:06,Malware,Low,DDoS,Resolved,Synthetic incident description #498
INC-1499,2025-07-13 22:43:39,Malware,Medium,Phishing,Open,Synthetic incident description #499
INC-1500,2024-12-23 08:14:26,Misconfiguration,High,Malware,In Progress,Synthetic incident description #500
INC-1501,2025-02-10 07:28:40,Misconfiguration,Critical,Malware,In Progress,Synthetic incident description #501
INC-1502,2025-05-30 15:53:06,Insider Threat,Critical,Insider Threat,In Progress,Synthetic incident description #502
INC-1503,2025-09-14 15:07:49,Malware,Low,Malware,Closed,Synthetic incident description #503
INC-1504,2025-10-07 02:18:57,Insider Threat,Critical,DDoS,In Progress,Synthetic incident description #504
INC-1505,2025-02-22 11:13:37,Insider Threat,Low,Phishing,Closed,Synthetic incident description #505
INC-1506,2024-12-18 12:59:18,Misconfiguration,Medium,Phishing,Open,Synthetic incident description #506
INC-1507,2025-03-16 04:05:59,Malware,Critical,Misconfiguration,In Progress,Synthetic incident description #507
INC-1508,2025-05-19 00:29:32,Misconfiguration,Low,Misconfiguration,Resolved,Synthetic incident description #508
INC-1509,2025-07-21 09:52:20,Malware,Critical,DDoS,Closed,Synthetic incident description #509
INC-1510,2025-05-05 06:58:03,Phishing,High,Phishing,Open,Synthetic incident description #510
INC-1511,2025-09-27 09:07:36,DDoS,Low,Insider Threat,Resolved,Synthetic incident description #511
INC-1512,2025-04-22 14:57:45,Insider Threat,Low,Phishing,Closed,Synthetic incident description #512
INC-1513,2025-06-06 08:53:40,Malware,Critical,Phishing,Resolved,Synthetic incident description #513
INC-1514,2025-07-20 06:57:50,Phishing,Medium,DDoS,In Progress,Synthetic incident description #514
INC-1515,2025-02-23 23:10:31,Malware,Low,Insider Threat,Closed,Synthetic incident description #515
INC-1516,2024-12-30 14:58:30,Malware,Critical,Malware,In Progress,Synthetic incident description #516
INC-1517,2025-07-29 10:00:00,Misconfiguration,High,Misconfiguration,Resolved,Synthetic incident description #517
INC-1518,2025-06-06 12:15:23,Misconfiguration,High,DDoS,In Progress,Synthetic incident description #518
INC-1519,2025-08-28 22:30:32,DDoS,Critical,Insider Threat,Open,Synthetic incident description #519
INC-1520,2025-04-29 09:59:40,Phishing,Medium,Phishing,Open,Synthetic incident description #520
INC-1521,2025-04-08 10:26:49,Malware,Critical,Phishing,Closed,Synthetic incident description #521
INC-1522,2025-10-20 20:48:34,Malware,Critical,Phishing,In Progress,Synthetic incident description #522
INC-1523,2025-01-09 08:48:08,DDoS,Medium,Misconfiguration,Resolved,Synthetic incident description #523
INC-1524,2025-02-06 03:36:34,Misconfiguration,Critical,Insider Threat,Closed,Synthetic incident description #524
INC-1525,2025-07-12 21:22:49,Insider Threat,Low,Phishing,Closed,Synthetic incident description #525
INC-1526,2025-04-08 06:54:27,DDoS,Critical,Misconfiguration,Resolved,Synthetic incident description #526
INC-1527,2025-02-16 03:19:34,Phishing,Critical,Malware,Closed,Synthetic incident description #527
INC-1528,2025-01-30 07:05:53,DDoS,Critical,Phishing,Open,Synthetic incident description #528
INC-1529,2025-09-20 03:04:47,Malware,Medium,Insider Threat,In Progress,Synthetic incident description #529
INC-1530,2025-06-30 08:41:15,DDoS,High,Malware,Open,Synthetic incident description #530
INC-1531,2025-02-05 13:14:56,Misconfiguration,High,DDoS,In Progress,Synthetic incident description #531
INC-1532,2025-06-17 14:54:44,Phishing,Critical,Malware,Open,Synthetic incident description #532
INC-1533,2025-11-05 18:30:22,Insider Threat,Low,Malware,Closed,Synthetic incident description #533
INC-1534,2025-09-29 23:22:49,Misconfiguration,Medium,Insider Threat,Resolved,Synthetic incident description #534
INC-1535,2025-04-11 05:21:39,DDoS,High,Insider Threat,Open,Synthetic incident description #535
INC-1536,2025-02-05 22:58:09,Phishing,Low,Phishing,In Progress,Synthetic incident description #536
INC-1537,2025-08-26 02:29:10,Phishing,Critical,DDoS,In Progress,Synthetic incident description #537
INC-1538,2025-09-14 22:54:11,Phishing,Critical,Phishing,Resolved,Synthetic incident description #538
INC-1539,2025-11-16 12:10:11,Malware,High,Insider Threat,Resolved,Synthetic incident description #539
INC-1540,2025-03-20 00:41:28,Insider Threat,Critical,Misconfiguration,Open,Synthetic incident description #540
INC-1541,2025-06-15 19:12:06,Insider Threat,High,Phishing,In Progress,Synthetic incident description #541
INC-1542,2025-07-28 05:40:52,Malware,Critical,Malware,Resolved,Synthetic incident description #542
INC-1543,2025-03-23 18:14:06,Insider Threat,High,Phishing,Closed,Synthetic incident description #543
INC-1544,2025-11-28 12:40:35,DDoS,Critical,Phishing,Resolved,Synthetic incident description #544
INC-1545,2025-08-15 16:59:04,Phishing,Critical,DDoS,Closed,Synthetic incident description #545
INC-1546,2024-12-23 02:23:24,Insider Threat,Critical,Phishing,Resolved,Synthetic incident description #546
INC-1547,2025-12-06 15:20:44,Phishing,Medium,Malware,Open,Synthetic incident description #547
INC-1548,2025-11-12 12:10:10,Misconfiguration,Low,Insider Threat,Closed,Synthetic incident description #548
INC-1549,2024-12-18 01:27:03,Misconfiguration,Critical,Misconfiguration,Resolved,Synthetic incident description #549
INC-1550,2025-04-15 00:42:06,Phishing,High,Insider Threat,Open,Synthetic incident description #550
INC-1551,2025-05-23 04:43:10,DDoS,Critical,Insider Threat,Closed,Synthetic incident description #551
INC-1552,2025-12-10 09:55:03,Insider Threat,High,Phishing,Resolved,Synthetic incident description #552
INC-1553,2025-09-18 08:10:22,Misconfiguration,High,DDoS,Open,Synthetic incident description #553
INC-1554,2025-05-28 17:59:26,Phishing,Low,Phishing,Resolved,Synthetic incident description #554
INC-1555,2025-10-03 15:02:01,Malware,High,Phishing,Resolved,Synthetic incident description #555
INC-1556,2025-10-07 06:15:33,Malware,High,DDoS,Resolved,Synthetic incident description #556
INC-1557,2025-11-30 23:04:25,Malware,Medium,Malware,Open,Synthetic incident description #557
INC-1558,2025-06-25 02:51:13,Phishing,Low,DDoS,Closed,Synthetic incident description #558
INC-1559,2025-11-20 16:32:17,DDoS,Medium,Insider Threat,Open,Synthetic incident description #559
INC-1560,2025-01-07 01:36:11,Misconfiguration,High,DDoS,Closed,Synthetic incident description #560
INC-1561,2025-08-23 07:37:58,Phishing,Medium,Phishing,Open,Synthetic incident description #561
INC-1562,2025-03-17 12:47:26,Misconfiguration,Critical,Misconfiguration,In Progress,Synthetic incident description #562
INC-1563,2025-09-03 15:09:36,Phishing,Critical,Phishing,Resolved,Synthetic incident description #563
INC-1564,2025-01-25 09:53:38,Insider Threat,Low,DDoS,In Progress,Synthetic incident description #564
INC-1565,2025-02-13 23:25:04,DDoS,Medium,Insider Threat,Closed,Synthetic incident description #565
INC-1566,2025-01-09 10:31:06,Phishing,High,DDoS,Closed,Synthetic incident description #566
