ticket_id,priority,description,status,assigned_to,created_at,resolution_time_hours
TCK-2330,Critical,Synthetic IT ticket #330,In Progress,analyst2,2025-07-25,118
TCK-2331,Critical,Synthetic IT ticket #331,Resolved,it_admin,2025-07-03,188
TCK-2332,Critical,Synthetic IT ticket #332,Resolved,it_admin,2025-05-15,11
TCK-2333,Critical,Synthetic IT ticket #333,Open,analyst1,2025-10-18,143
TCK-2334,High,Synthetic IT ticket #334,Assigned,analyst2,2025-06-22,18
TCK-2335,High,Synthetic IT ticket #335,Open,it_admin,2025-07-06,45
TCK-2336,Critical,Synthetic IT ticket #336,Resolved,data_scientist,2025-10-06,238
TCK-2337,Low,Synthetic IT ticket #337,Closed,analyst1,2025-07-05,238
TCK-2338,Low,Synthetic IT ticket #338,Closed,data_scientist,2025-06-23,65
TCK-2339,Medium,Synthetic IT ticket #339,Resolved,analyst2,2025-08-14,141
TCK-2340,Low,Synthetic IT ticket #340,Assigned,data_scientist,2025-10-02,171
TCK-2341,High,Synthetic IT ticket #341,In Progress,analyst1,2025-07-16,174
TCK-2342,Low,Synthetic IT ticket #342,Open,cyber_admin,2025-02-20,160
TCK-2343,Medium,Synthetic IT ticket #343,Assigned,analyst1,2025-06-26,34
TCK-2344,Low,Synthetic IT ticket #344,Closed,it_admin,2025-06-10,108
TCK-2345,Low,Synthetic IT ticket #345,Resolved,data_scientist,2025-03-13,199
TCK-2346,Critical,Synthetic IT ticket #346,Resolved,it_admin,2025-07-06,132
TCK-2347,Critical,Synthetic IT ticket #347,In Progress,data_scientist,2025-04-14,78
TCK-2348,Medium,Synthetic IT ticket #348,Closed,it_admin,2025-04-30,86
TCK-2349,Low,Synthetic IT ticket #349,Assigned,analyst1,2025-03-29,48
TCK-2350,Low,Synthetic IT ticket #350,Open,analyst2,2025-04-10,208
TCK-2351,Low,Synthetic IT ticket #351,Open,it_admin,2025-06-04,209
TCK-2352,Critical,Synthetic IT ticket #352,In Progress,it_admin,2025-10-12,27
TCK-2353,Medium,Synthetic IT ticket #353,Assigned,analyst2,2025-04-10,68
TCK-2354,Low,Synthetic IT ticket #354,In Progress,analyst1,2025-05-27,196
TCK-2355,Critical,Synthetic IT ticket #355,Assigned,cyber_admin,2025-09-30,232
TCK-2356,High,Synthetic IT ticket #356,Open,analyst1,2025-07-11,106
TCK-2357,Medium,Synthetic IT ticket #357,Resolved,analyst2,2025-05-22,121
TCK-2358,Low,Synthetic IT ticket #358,Open,data_scientist,2025-03-24,219
TCK-2359,Critical,Synthetic IT ticket #359,Resolved,analyst2,2025-09-26,156
TCK-2360,Medium,Synthetic IT ticket #360,Assigned,analyst2,2025-03-09,30
TCK-2361,Medium,Synthetic IT ticket #361,Resolved,data_scientist,2025-03-26,155
TCK-2362,Critical,Synthetic IT ticket #362,Open,analyst1,2025-05-24,171
TCK-2363,Low,Synthetic IT ticket #363,Open,it_admin,2025-04-03,239
TCK-2364,Medium,Synthetic IT ticket #364,Open,data_scientist,2025-08-31,218
TCK-2365,Low,Synthetic IT ticket #365,Resolved,data_scientist,2025-03-12,31
TCK-2366,High,Synthetic IT ticket #366,In Progress,it_admin,2025-10-07,136
TCK-2367,Critical,Synthetic IT ticket #367,Resolved,cyber_admin,2025-07-30,63
TCK-2368,Medium,Synthetic IT ticket #368,In Progress,it_admin,2025-08-11,164
TCK-2369,Low,Synthetic IT ticket #369,Closed,cyber_admin,2025-07-05,26
TCK-2370,Critical,Synthetic IT ticket #370,Open,it_admin,2025-10-05,8
TCK-2371,Low,Synthetic IT ticket #371,In Progress,cyber_admin,2025-04-02,123
TCK-2372,Medium,Synthetic IT ticket #372,Assigned,cyber_admin,2025-08-05,208
TCK-2373,High,Synthetic IT ticket #373,Assigned,data_scientist,2025-10-31,170
TCK-2374,Medium,Synthetic IT ticket #374,Assigned,cyber_admin,2025-11-12,7
TCK-2375,Low,Synthetic IT ticket #375,Closed,analyst2,2025-10-30,53
TCK-2376,Critical,Synthetic IT ticket #376,In Progress,data_scientist,2025-11-23,109
TCK-2377,Low,Synthetic IT ticket #377,Resolved,data_scientist,2025-06-03,196
TCK-2378,High,Synthetic IT ticket #378,Assigned,cyber_admin,2025-05-05,194
TCK-2379,High,Synthetic IT ticket #379,Assigned,analyst1,2025-09-27,154
TCK-2380,Low,Synthetic IT ticket #380,Assigned,analyst2,2025-12-06,128
TCK-2381,High,Synthetic IT ticket #381,Open,it_admin,2025-04-08,201
TCK-2382,Critical,Synthetic IT ticket #382,Resolved,analyst2,2025-09-01,234
TCK-2383,Low,Synthetic IT ticket #383,Resolved,data_scientist,2025-11-15,178
TCK-2384,Medium,Synthetic IT ticket #384,Closed,it_admin,2025-05-02,227
TCK-2385,Critical,Synthetic IT ticket #385,Closed,it_admin,2025-06-07,184
TCK-2386,Medium,Synthetic IT ticket #386,Open,analyst2,2025-03-04,49
TCK-2387,Medium,Synthetic IT ticket #387,Closed,it_admin,2025-05-13,166
TCK-2388,Low,Synthetic IT ticket #388,Closed,data_scientist,2025-02-19,39
TCK-2389,High,Synthetic IT ticket #389,Closed,analyst2,2025-11-28,160
TCK-2390,Medium,Synthetic IT ticket #390,Closed,analyst2,2025-04-26,107
TCK-2391,High,Synthetic IT ticket #391,Resolved,cyber_admin,2025-06-22,42
TCK-2392,Critical,Synthetic IT ticket #392,Resolved,analyst1,2025-02-18,197
TCK-2393,Medium,Synthetic IT ticket #393,Assigned,cyber_admin,2025-03-02,23
TCK-2394,Medium,Synthetic IT ticket #394,In Progress,it_admin,2025-08-24,220
TCK-2395,Medium,Synthetic IT ticket #395,Assigned,data_scientist,2025-03-13,155
TCK-2396,Critical,Synthetic IT ticket #396,Resolved,cyber_admin,2025-07-11,94
TCK-2397,Medium,Synthetic IT ticket #397,Assigned,analyst2,2025-09-03,196
TCK-2398,High,Synthetic IT ticket #398,Assigned,analyst2,2025-06-29,128
TCK-2399,Low,Synthetic IT ticket #399,Assigned,it_admin,2025-05-21,57
TCK-2400,Critical,Synthetic IT ticket #400,Closed,data_scientist,2025-02-17,208
TCK-2401,Critical,Synthetic IT ticket #401,Closed,analyst2,2025-04-13,3
TCK-2402,Critical,Synthetic IT ticket #402,In Progress,data_scientist,2025-04-30,109
TCK-2403,High,Synthetic IT ticket #403,In Progress,data_scientist,2025-06-10,182
TCK-2404,Medium,Synthetic IT ticket #404,Open,it_admin,2025-11-07,235
TCK-2405,Medium,Synthetic IT ticket #405,Open,analyst2,2025-06-24,63
TCK-2406,High,Synthetic IT ticket #406,Closed,analyst1,2025-12-04,80
TCK-2407,High,Synthetic IT ticket #407,In Progress,cyber_admin,2025-04-13,219
TCK-2408,Critical,Synthetic IT ticket #408,Resolved,analyst2,2025-06-20,222
TCK-2409,Medium,Synthetic IT ticket #409,In Progress,it_admin,2025-04-10,70
TCK-2410,Low,Synthetic IT ticket #410,Closed,it_admin,2025-07-10,132
TCK-2411,Critical,Synthetic IT ticket #411,Open,it_admin,2025-08-06,138
TCK-2412,Low,Synthetic IT ticket #412,Open,analyst2,2025-08-03,31
TCK-2413,Medium,Synthetic IT ticket #413,In Progress,analyst2,2025-09-10,101
TCK-2414,High,Synthetic IT ticket #414,Open,data_scientist,2025-02-18,116
TCK-2415,Low,Synthetic IT ticket #415,Open,analyst2,2025-08-05,162
TCK-2416,Critical,Synthetic IT ticket #416,Open,analyst1,2025-03-12,98
TCK-2417,Low,Synthetic IT ticket #417,Assigned,cyber_admin,2025-07-20,44
TCK-2418,Critical,Synthetic IT ticket #418,Assigned,data_scientist,2025-03-29,26
TCK-2419,High,Synthetic IT ticket #419,In Progress,analyst2,2025-11-26,73
TCK-2420,Low,Synthetic IT ticket #420,Open,data_scientist,2025-03-05,230
TCK-2421,Low,Synthetic IT ticket #421,In Progress,it_admin,2025-06-21,125
TCK-2422,High,Synthetic IT ticket #422,Resolved,analyst2,2025-10-09,132
TCK-2423,Low,Synthetic IT ticket #423,Closed,cyber_admin,2025-04-28,114
TCK-2424,High,Synthetic IT ticket #424,Closed,analyst2,2025-10-14,66
TCK-2425,Medium,Synthetic IT ticket #425,Assigned,it_admin,2025-09-24,134
TCK-2426,Low,Synthetic IT ticket #426,In Progress,data_scientist,2025-03-21,97
TCK-2427,Critical,Synthetic IT ticket #427,Resolved,analyst1,2025-03-20,116
TCK-2428,Critical,Synthetic IT ticket #428,In Progress,analyst1,2025-03-13,133
TCK-2429,Low,Synthetic IT ticket #429,Open,analyst2,2025-03-29,59
TCK-2430,High,Synthetic IT ticket #430,Assigned,analyst1,2025-10-27,15
TCK-2431,Low,Synthetic IT ticket #431,Closed,analyst1,2025-05-08,128
TCK-2432,Medium,Synthetic IT ticket #432,Open,analyst2,2025-09-11,75
TCK-2433,Low,Synthetic IT ticket #433,Assigned,analyst2,2025-11-05,185
TCK-2434,Medium,Synthetic IT ticket #434,Resolved,analyst1,2025-12-10,47
TCK-2435,High,Synthetic IT ticket #435,Closed,analyst1,2025-07-06,86
TCK-2436,High,Synthetic IT ticket #436,In Progress,analyst1,2025-11-11,175
TCK-2437,Critical,Synthetic IT ticket #437,Open,cyber_admin,2025-06-11,174
TCK-2438,Low,Synthetic IT ticket #438,Assigned,it_admin,2025-04-19,58
TCK-2439,Medium,Synthetic IT ticket #439,Resolved,data_scientist,2025-08-14,152
TCK-2440,High,Synthetic IT ticket #440,In Progress,analyst1,2025-12-10,95
TCK-2441,Medium,Synthetic IT ticket #441,Resolved,cyber_admin,2025-11-01,15
TCK-2442,Low,Synthetic IT ticket #442,Closed,analyst1,2025-12-13,210
TCK-2443,High,Synthetic IT ticket #443,Resolved,cyber_admin,2025-03-31,229
TCK-2444,Low,Synthetic IT ticket #444,Resolved,it_admin,2025-11-26,237
TCK-2445,Low,Synthetic IT ticket #445,Open,analyst2,2025-06-03,33
TCK-2446,Low,Synthetic IT ticket #446,Resolved,analyst2,2025-03-18,132
TCK-2447,Medium,Synthetic IT ticket #447,Closed,it_admin,2025-07-29,170
TCK-2448,Critical,Synthetic IT ticket #448,Closed,it_admin,2025-08-18,73
TCK-2449,Low,Synthetic IT ticket #449,Assigned,it_admin,2025-03-13,130
TCK-2450,Medium,Synthetic IT ticket #450,Resolved,data_scientist,2025-04-29,153
TCK-2451,High,Synthetic IT ticket #451,Open,cyber_admin,2025-10-17,115
TCK-2452,High,Synthetic IT ticket #452,In Progress,data_scientist,2025-04-19,88
TCK-2453,Critical,Synthetic IT ticket #453,In Progress,analyst2,2025-06-22,185
TCK-2454,Medium,Synthetic IT ticket #454,Assigned,analyst2,2025-09-18,2
TCK-2455,Low,Synthetic IT ticket #455,Closed,cyber_admin,2025-04-19,119
TCK-2456,Medium,Synthetic IT ticket #456,Assigned,it_admin,2025-03-20,11
TCK-2457,Medium,Synthetic IT ticket #457,Assigned,cyber_admin,2025-06-18,233
TCK-2458,Low,Synthetic IT ticket #458,Open,cyber_admin,2025-04-18,167
TCK-2459,Medium,Synthetic IT ticket #459,In Progress,it_admin,2025-02-27,141
TCK-2460,Low,Synthetic IT ticket #460,Resolved,data_scientist,2025-05-19,115
TCK-2461,Critical,Synthetic IT ticket #461,Closed,data_scientist,2025-10-21,8
TCK-2462,Medium,Synthetic IT ticket #462,In Progress,analyst1,2025-04-30,158
TCK-2463,Medium,Synthetic IT ticket #463,Resolved,analyst1,2025-09-12,3
TCK-2464,Critical,Synthetic IT ticket #464,In Progress,analyst1,2025-07-13,201
TCK-2465,Medium,Synthetic IT ticket #465,Open,analyst1,2025-03-08,137
TCK-2466,High,Synthetic IT ticket #466,Assigned,data_scientist,2025-05-10,84
TCK-2467,Medium,Synthetic IT ticket #467,Assigned,it_admin,2025-05-20,139
TCK-2468,High,Synthetic IT ticket #468,In Progress,data_scientist,2025-04-08,232
TCK-2469,High,Synthetic IT ticket #469,Assigned,analyst1,2025-04-03,177
TCK-2470,Low,Synthetic IT ticket #470,Resolved,analyst2,2025-07-03,233
TCK-2471,Medium,Synthetic IT ticket #471,Closed,cyber_admin,2025-09-24,114
TCK-2472,Low,Synthetic IT ticket #472,Assigned,analyst1,2025-02-19,15
TCK-2473,Critical,Synthetic IT ticket #473,Assigned,it_admin,2025-10-14,12
TCK-2474,Critical,Synthetic IT ticket #474,Closed,data_scientist,2025-11-27,104
TCK-2475,Critical,Synthetic IT ticket #475,Closed,analyst1,2025-06-28,111
TCK-2476,High,Synthetic IT ticket #476,Assigned,cyber_admin,2025-03-20,196
TCK-2477,Critical,Synthetic IT ticket #477,In Progress,it_admin,2025-04-17,125
TCK-2478,Low,Synthetic IT ticket #478,Assigned,data_scientist,2025-07-02,26
TCK-2479,Critical,Synthetic IT ticket #479,Closed,it_admin,2025-09-04,199
TCK-2480,Low,Synthetic IT ticket #480,Open,data_scientist,2025-11-15,7
TCK-2481,Medium,Synthetic IT ticket #481,Assigned,cyber_admin,2025-06-28,32
TCK-2482,Medium,Synthetic IT ticket #482,Open,data_scientist,2025-05-04,122
TCK-2483,Critical,Synthetic IT ticket #483,Closed,analyst1,2025-07-11,27
TCK-2484,Medium,Synthetic IT ticket #484,In Progress,cyber_admin,2025-04-13,139
TCK-2485,Low,Synthetic IT ticket #485,In Progress,data_scientist,2025-08-20,198
TCK-2486,High,Synthetic IT ticket #486,Open,data_scientist,2025-09-15,57
TCK-2487,Low,Synthetic IT ticket #487,In Progress,analyst2,2025-12-01,24
TCK-2488,Medium,Synthetic IT ticket #488,Assigned,analyst2,2025-03-30,76
TCK-2489,Medium,Synthetic IT ticket #489,Open,cyber_admin,2025-05-23,10
TCK-2490,High,Synthetic IT ticket #490,In Progress,it_admin,2025-04-19,24
TCK-2491,Low,Synthetic IT ticket #491,Closed,analyst1,2025-05-04,35
TCK-2492,High,Synthetic IT ticket #492,Closed,cyber_admin,2025-06-15,178
TCK-2493,Low,Synthetic IT ticket #493,Resolved,it_admin,2025-11-11,135
TCK-2494,Low,Synthetic IT ticket #494,Open,analyst2,2025-10-09,156
TCK-2495,Critical,Synthetic IT ticket #495,Open,it_admin,2025-09-17,153
TCK-2496,Medium,Synthetic IT ticket #496,In Progress,analyst2,2025-07-21,227
TCK-2497,Critical,Synthetic IT ticket #497,Closed,analyst1,2025-07-18,87
TCK-2498,Medium,Synthetic IT ticket #498,Assigned,analyst1,2025-02-23,178
TCK-2499,High,Synthetic IT ticket #499,Assigned,data_scientist,2025-02-21,163
TCK-2500,High,Synthetic IT ticket #500,In Progress,it_admin,2025-09-04,161
TCK-2501,Medium,Synthetic IT ticket #501,In Progress,analyst1,2025-12-10,79
TCK-2502,High,Synthetic IT ticket #502,Assigned,cyber_admin,2025-05-02,37
TCK-2503,High,Synthetic IT ticket #503,Assigned,cyber_admin,2025-08-03,8
TCK-2504,Medium,Synthetic IT ticket #504,In Progress,it_admin,2025-09-10,96
TCK-2505,Medium,Synthetic IT ticket #505,Resolved,cyber_admin,2025-10-05,188
TCK-2506,Medium,Synthetic IT ticket #506,Open,data_scientist,2025-07-19,97
TCK-2507,High,Synthetic IT ticket #507,Assigned,analyst2,2025-09-17,71
TCK-2508,Critical,Synthetic IT ticket #508,Resolved,analyst2,2025-02-18,61
TCK-2509,Medium,Synthetic IT ticket #509,Assigned,data_scientist,2025-06-18,37
TCK-2510,High,Synthetic IT ticket #510,Open,analyst2,2025-09-03,9
TCK-2511,Medium,Synthetic IT ticket #511,In Progress,data_scientist,2025-03-07,157
TCK-2512,High,Synthetic IT ticket #512,Resolved,it_admin,2025-10-10,137
TCK-2513,Medium,Synthetic IT ticket #513,Open,analyst2,2025-04-03,176
TCK-2514,Low,Synthetic IT ticket #514,Resolved,data_scientist,2025-12-01,172
TCK-2515,Low,Synthetic IT ticket #515,Closed,data_scientist,2025-08-27,198
TCK-2516,Low,Synthetic IT ticket #516,Resolved,analyst2,2025-11-07,46
TCK-2517,Medium,Synthetic IT ticket #517,In Progress,cyber_admin,2025-08-26,38
TCK-2518,Critical,Synthetic IT ticket #518,Assigned,it_admin,2025-10-28,13
TCK-2519,Low,Synthetic IT ticket #519,In Progress,analyst1,2025-09-04,100
TCK-2520,Medium,Synthetic IT ticket #520,Open,analyst2,2025-04-30,182
TCK-2521,High,Synthetic IT ticket #521,Closed,cyber_admin,2025-06-30,129
TCK-2522,Critical,Synthetic IT ticket #522,Assigned,analyst1,2025-04-13,151
TCK-2523,High,Synthetic IT ticket #523,Assigned,cyber_admin,2025-07-29,161
TCK-2524,High,Synthetic IT ticket #524,In Progress,cyber_admin,2025-05-09,87
TCK-2525,Medium,Synthetic IT ticket #525,Open,analyst2,2025-07-31,232
TCK-2526,High,Synthetic IT ticket #526,Assigned,cyber_admin,2025-10-11,146
TCK-2527,Medium,Synthetic IT ticket #527,In Progress,analyst1,2025-06-13,77
TCK-2528,High,Synthetic IT ticket #528,In Progress,it_admin,2025-04-01,61
TCK-2529,Low,Synthetic IT ticket #529,In Progress,cyber_admin,2025-07-23,102
TCK-2530,Medium,Synthetic IT ticket #530,Open,cyber_admin,2025-04-24,55
TCK-2531,Medium,Synthetic IT ticket #531,Open,cyber_admin,2025-03-06,135
TCK-2532,Low,Synthetic IT ticket #532,Open,it_admin,2025-04-27,184
TCK-2533,High,Synthetic IT ticket #533,Resolved,cyber_admin,2025-09-08,125
TCK-2534,Medium,Synthetic IT ticket #534,Resolved,cyber_admin,2025-11-23,165
TCK-2535,Medium,Synthetic IT ticket #535,In Progress,it_admin,2025-05-05,48
TCK-2536,Critical,Synthetic IT ticket #536,Closed,cyber_admin,2025-06-18,171
TCK-2537,Critical,Synthetic IT ticket #537,Closed,analyst1,2025-03-30,216
TCK-2538,Low,Synthetic IT ticket #538,Open,cyber_admin,2025-04-07,67
TCK-2539,High,Synthetic IT ticket #539,Assigned,analyst2,2025-05-21,46
TCK-2540,Medium,Synthetic IT ticket #540,Resolved,cyber_admin,2025-11-08,6
TCK-2541,High,Synthetic IT ticket #541,Open,data_scientist,2025-10-20,162
TCK-2542,Low,Synthetic IT ticket #542,Assigned,analyst1,2025-11-21,195
TCK-2543,Low,Synthetic IT ticket #543,Closed,analyst2,2025-04-13,190
TCK-2544,High,Synthetic IT ticket #544,In Progress,data_scientist,2025-11-19,77
TCK-2545,Medium,Synthetic IT ticket #545,Resolved,data_scientist,2025-10-08,190
TCK-2546,High,Synthetic IT ticket #546,Open,analyst1,2025-07-20,143
TCK-2547,Low,Synthetic IT ticket #547,In Progress,data_scientist,2025-03-19,230
TCK-2548,Critical,Synthetic IT ticket #548,In Progress,data_scientist,2025-03-06,8
TCK-2549,Low,Synthetic IT ticket #549,Assigned,data_scientist,2025-09-19,30
TCK-2550,Low,Synthetic IT ticket #550,Resolved,it_admin,2025-10-22,227
TCK-2551,Medium,Synthetic IT ticket #551,Open,data_scientist,2025-12-11,26
TCK-2552,Critical,Synthetic IT ticket #552,Open,data_scientist,2025-12-11,9
TCK-2553,High,Synthetic IT ticket #553,Open,cyber_admin,2025-02-23,71
TCK-2554,Medium,Synthetic IT ticket #554,Closed,analyst1,2025-11-01,221
TCK-2555,Medium,Synthetic IT ticket #555,Open,analyst1,2025-07-08,173
TCK-2556,Medium,Synthetic IT ticket #556,Resolved,cyber_admin,2025-08-08,106
TCK-2557,Low,Synthetic IT ticket #557,Resolved,it_admin,2025-08-28,46
TCK-2558,Critical,Synthetic IT ticket #558,Open,data_scientist,2025-11-24,151
TCK-2559,Critical,Synthetic IT ticket #559,Closed,analyst1,2025-04-27,26
TCK-2560,Low,Synthetic IT ticket #560,Open,analyst2,2025-06-03,53
TCK-2561,Critical,Synthetic IT ticket #561,Resolved,analyst1,2025-10-08,203
TCK-2562,Medium,Synthetic IT ticket #562,Resolved,cyber_admin,2025-07-06,39
TCK-2563,Critical,Synthetic IT ticket #563,Open,analyst1,2025-06-13,116
TCK-2564,Low,Synthetic IT ticket #564,In Progress,it_admin,2025-09-25,224
TCK-2565,High,Synthetic IT ticket #565,Closed,cyber_admin,2025-03-27,222
TCK-2566,Low,Synthetic IT ticket #566,Closed,it_admin,2025-11-11,109
TCK-2567,Critical,Synthetic IT ticket #567,Resolved,analyst1,2025-11-19,197
TCK-2568,Low,Synthetic IT ticket #568,Closed,cyber_admin,2025-04-11,27
TCK-2569,Medium,Synthetic IT ticket #569,Resolved,data_scientist,2025-04-28,76
TCK-2570,Low,Synthetic IT ticket #570,In Progress,data_scientist,2025-11-28,227
TCK-2571,Critical,Synthetic IT ticket #571,Assigned,it_admin,2025-10-16,61
TCK-2572,High,Synthetic IT ticket #572,Assigned,cyber_admin,2025-08-02,65
TCK-2573,Low,Synthetic IT ticket #573,Open,data_scientist,2025-09-09,205
TCK-2574,Low,Synthetic IT ticket #574,Assigned,cyber_admin,2025-06-04,13
TCK-2575,Medium,Synthetic IT ticket #575,Closed,analyst1,2025-08-20,11
TCK-2576,Medium,Synthetic IT ticket #576,Assigned,cyber_admin,2025-06-02,165
TCK-2577,High,Synthetic IT ticket #577,Resolved,it_admin,2025-04-25,228
TCK-2578,Low,Synthetic IT ticket #578,Open,cyber_admin,2025-08-28,169
TCK-2579,Medium,Synthetic IT ticket #579,Closed,data_scientist,2025-11-05,227
TCK-2580,High,Synthetic IT ticket #580,Closed,cyber_admin,2025-10-21,169
TCK-2581,Medium,Synthetic IT ticket #581,Closed,cyber_admin,2025-09-20,123
TCK-2582,Medium,Synthetic IT ticket #582,In Progress,data_scientist,2025-08-31,23
TCK-2583,Low,Synthetic IT ticket #583,Open,it_admin,2025-06-27,68
TCK-2584,Critical,Synthetic IT ticket #584,Resolved,analyst1,2025-11-03,45
TCK-2585,Critical,Synthetic IT ticket #585,Resolved,analyst2,2025-05-25,49
TCK-2586,Low,Synthetic IT ticket #586,Assigned,analyst1,2025-06-09,94
TCK-2587,High,Synthetic IT ticket #587,Open,it_admin,2025-09-01,81
TCK-2588,Medium,Synthetic IT ticket #588,Resolved,data_scientist,2025-06-11,125
TCK-2589,Low,Synthetic IT ticket #589,Closed,analyst1,2025-11-07,73
TCK-2590,Critical,Synthetic IT ticket #590,Assigned,it_admin,2025-04-20,202
TCK-2591,Low,Synthetic IT ticket #591,Assigned,cyber_admin,2025-10-16,134
TCK-2592,Low,Synthetic IT ticket #592,Assigned,analyst1,2025-11-12,200
TCK-2593,Medium,Synthetic IT ticket #593,Closed,analyst2,2025-06-16,58
TCK-2594,High,Synthetic IT ticket #594,Closed,cyber_admin,2025-10-29,44
TCK-2595,High,Synthetic IT ticket #595,Resolved,analyst1,2025-03-15,176
TCK-2596,Low,Synthetic IT ticket #596,In Progress,analyst2,2025-09-03,189
TCK-2597,High,Synthetic IT ticket #597,Closed,it_admin,2025-03-04,194
TCK-2598,Low,Synthetic IT ticket #598,Resolved,data_scientist,2025-06-11,3
TCK-2599,High,Synthetic IT ticket #599,In Progress,analyst1,2025-10-10,23
TCK-2600,High,Synthetic IT ticket #600,Closed,cyber_admin,2025-03-01,134
TCK-2601,Low,Synthetic IT ticket #601,Assigned,it_admin,2025-12-07,182
TCK-2602,Low,Synthetic IT ticket #602,Resolved,it_admin,2025-04-03,121
TCK-2603,Medium,Synthetic IT ticket #603,Closed,cyber_admin,2025-03-17,191
TCK-2604,Critical,Synthetic IT ticket #604,Assigned,analyst1,2025-08-27,138
TCK-2605,Critical,Synthetic IT ticket #605,In Progress,analyst2,2025-11-25,150
TCK-2606,Low,Synthetic IT ticket #606,Open,analyst2,2025-03-03,173
TCK-2607,High,Synthetic IT ticket #607,Assigned,it_admin,2025-08-03,96
TCK-2608,High,Synthetic IT ticket #608,Resolved,analyst1,2025-06-22,205
TCK-2609,High,Synthetic IT ticket #609,In Progress,data_scientist,2025-03-03,233
TCK-2610,Medium,Synthetic IT ticket #610,Open,data_scientist,2025-06-25,184
TCK-2611,High,Synthetic IT ticket #611,Assigned,it_admin,2025-04-19,220
TCK-2612,Low,Synthetic IT ticket #612,Resolved,analyst2,2025-06-26,67
TCK-2613,High,Synthetic IT ticket #613,In Progress,analyst2,2025-10-15,128
TCK-2614,High,Synthetic IT ticket #614,Open,analyst1,2025-03-22,17
TCK-2615,Critical,Synthetic IT ticket #615,Closed,cyber_admin,2025-09-17,106
TCK-2616,High,Synthetic IT ticket #616,Assigned,analyst2,2025-09-23,33
TCK-2617,Critical,Synthetic IT ticket #617,Assigned,analyst1,2025-05-12,15
TCK-2618,Critical,Synthetic IT ticket #618,Assigned,analyst2,2025-10-29,137
TCK-2619,Medium,Synthetic IT ticket #619,Closed,analyst1,2025-05-19,186
TCK-2620,Critical,Synthetic IT ticket #620,Resolved,analyst2,2025-11-30,202
TCK-2621,High,Synthetic IT ticket #621,Resolved,cyber_admin,2025-06-28,8
TCK-2622,Critical,Synthetic IT ticket #622,Assigned,it_admin,2025-08-08,203
TCK-2623,High,Synthetic IT ticket #623,Open,analyst2,2025-03-16,134
TCK-2624,Low,Synthetic IT ticket #624,Resolved,cyber_admin,2025-09-06,88
TCK-2625,Medium,Synthetic IT ticket #625,Open,analyst1,2025-02-19,65
TCK-2626,Medium,Synthetic IT ticket #626,Closed,cyber_admin,2025-11-02,214
TCK-2627,High,Synthetic IT ticket #627,In Progress,it_admin,2025-05-26,4
TCK-2628,High,Synthetic IT ticket #628,In Progress,it_admin,2025-07-02,91
TCK-2629,Critical,Synthetic IT ticket #629,Resolved,data_scientist,2025-11-22,88
TCK-2630,Low,Synthetic IT ticket #630,Open,data_scientist,2025-09-09,189
TCK-2631,Medium,Synthetic IT ticket #631,Open,it_admin,2025-08-09,180
TCK-2632,Medium,Synthetic IT ticket #632,Assigned,analyst1,2025-11-26,79
TCK-2633,Medium,Synthetic IT ticket #633,Closed,it_admin,2025-04-20,240
TCK-2634,Low,Synthetic IT ticket #634,Open,analyst2,2025-09-18,9
TCK-2635,Medium,Synthetic IT ticket #635,Open,data_scientist,2025-05-21,53
TCK-2636,Low,Synthetic IT ticket #636,Closed,cyber_admin,2025-09-10,57
TCK-2637,Medium,Synthetic IT ticket #637,Resolved,analyst2,2025-04-26,24
TCK-2638,Critical,Synthetic IT ticket #638,Closed,cyber_admin,2025-08-14,87
TCK-2639,Critical,Synthetic IT ticket #639,In Progress,analyst2,2025-07-20,230
TCK-2640,Critical,Synthetic IT ticket #640,Assigned,analyst1,2025-08-18,108
TCK-2641,High,Synthetic IT ticket #641,Assigned,cyber_admin,2025-09-12,216
TCK-2642,High,Synthetic IT ticket #642,Resolved,analyst2,2025-07-19,165
TCK-2643,Medium,Synthetic IT ticket #643,In Progress,it_admin,2025-07-05,12
TCK-2644,Low,Synthetic IT ticket #644,Closed,analyst1,2025-06-04,135
TCK-2645,Medium,Synthetic IT ticket #645,Closed,data_scientist,2025-04-15,91
TCK-2646,Low,Synthetic IT ticket #646,In Progress,data_scientist,2025-04-19,189
TCK-2647,Critical,Synthetic IT ticket #647,Open,data_scientist,2025-04-30,210
TCK-2648,High,Synthetic IT ticket #648,Assigned,analyst2,2025-08-06,178
TCK-2649,Critical,Synthetic IT ticket #649,Closed,data_scientist,2025-07-17,153
TCK-2650,Critical,Synthetic IT ticket #650,Closed,data_scientist,2025-09-01,95
TCK-2651,Critical,Synthetic IT ticket #651,Assigned,it_admin,2025-06-17,75
TCK-2652,Medium,Synthetic IT ticket #652,Resolved,cyber_admin,2025-10-28,137
TCK-2653,High,Synthetic IT ticket #653,Closed,analyst2,2025-03-28,91
TCK-2654,Low,Synthetic IT ticket #654,In Progress,cyber_admin,2025-07-05,165
TCK-2655,Medium,Synthetic IT ticket #655,Open,data_scientist,2025-10-04,164
TCK-2656,Low,Synthetic IT ticket #656,Closed,cyber_admin,2025-07-18,58
TCK-2657,Medium,Synthetic IT ticket #657,Closed,analyst1,2025-09-23,16
TCK-2658,Critical,Synthetic IT ticket #658,Resolved,it_admin,2025-11-03,93
TCK-2659,Critical,Synthetic IT ticket #659,Assigned,analyst1,2025-09-25,154
